cycle, time, dist_travelled, sf, vel, acc, req_ped, req_acc, req_vel, C0, C1, C2, C3, C4, C5, T, vehX, vehY, slope, intercept;
245, 12.249, 142.756, 14.7435, 6.12334, -1.38529, -0.0973069, -1.83818, 6.05388, 0, 6.12334, -1.38529, -0.161157, 0.224237, -0.0528502, 7.69301, 142.756, 0.244021, -0.0556189, 7.36116;
246, 12.299, 143.059, 14.4411, 6.03103, -1.84624, -0.0711151, -1.48519, 5.93916, 0, 6.03103, -1.84624, 0.353586, -0.0238374, -0.0030678, 9.28531, 143.059, 0.212919, -0.0556189, 7.36116;
247, 12.349, 143.357, 14.1435, 5.93971, -1.82629, -0.033292, -1.13573, 5.84883, 0, 5.93971, -1.82629, 0.350035, -0.022962, -0.00325383, 9.22044, 143.357, 0.182394, -0.0556189, 7.36116;
248, 12.399, 143.65, 13.8497, 5.87638, -1.2667, -0.0482341, -1.40064, 5.81271, 0, 5.87638, -1.2667, -0.272088, 0.28898, -0.0685909, 7.34624, 143.65, 0.152335, -0.0556189, 7.36116;
249, 12.449, 143.941, 13.5586, 5.82403, -1.04698, -0.101138, -1.95103, 5.77099, 0, 5.82403, -1.04698, -0.561794, 0.458866, -0.109586, 6.88548, 143.941, 0.122606, -0.0556189, 7.36116;
250, 12.499, 144.229, 13.2707, 5.74281, -1.62426, -0.102477, -1.79726, 5.66179, 0, 5.74281, -1.62426, 0.151941, 0.0737184, -0.02286, 8.09224, 144.229, 0.0932493, -0.0556189, 7.36116;
251, 12.549, 144.512, 12.1027, 5.63777, -2.10097, -0.0474551, -1.21278, 5.53345, 0, 5.63777, -2.10097, 0.587212, -0.109415, 0.0101937, 10.7336, 144.512, 0.0644348, -0.0556189, 7.36116;
252, 12.599, 144.791, 12.7094, 5.555, -1.65534, -0.0161881, -0.986193, 5.47252, 0, 5.555, -1.65534, 0.225687, 0.0362125, -0.0153756, 8.26311, 144.791, 0.0361755, -0.0556189, 7.36116;
253, 12.649, 145.066, 12.4343, 5.51035, -0.893099, -0.0721132, -1.71366, 5.46477, 0, 5.51035, -0.893099, -0.74197, 0.583828, -0.144578, 6.49634, 145.066, 0.00828612, -0.0556189, 7.36116;
254, 12.699, 145.339, 12.1613, 5.45573, -1.09231, -0.129455, -2.18478, 5.40052, 0, 5.45573, -1.09231, -0.481908, 0.434205, -0.108218, 6.69423, 145.339, -0.0193429, -0.0556189, 7.36116;
255, 12.749, 145.608, 11.1239, 5.3527, -2.06054, -0.0904623, -1.59273, 5.25042, 0, 5.3527, -2.06054, 0.594907, -0.114506, 0.0110198, 10.3909, 145.608, -0.0465247, -0.0556189, 7.36116;
256, 12.799, 145.871, 9.86785, 5.24135, -2.22717, -0.0147127, -0.886706, 5.13087, 0, 5.24135, -2.22717, 0.709781, -0.150801, 0.0160197, 9.41347, 145.871, -0.0730698, -0.0556189, 7.36116;
257, 12.849, 146.13, 11.3698, 5.17896, -1.24775, -0.0187598, -1.0918, 5.11631, 0, 5.17896, -1.24775, -0.211988, 0.277737, -0.071253, 6.93817, 146.13, -0.099094, -0.0206928, 2.53982;
258, 12.899, 146.387, 11.1129, 5.14841, -0.611015, -0.116605, -2.21578, 5.11645, 0, 5.14841, -0.611015, -1.14583, 0.879585, -0.231898, 5.91538, 146.387, -0.124651, -0.0206928, 2.53982;
259, 12.949, 146.642, 10.8581, 5.07329, -1.50274, -0.137169, -2.11293, 4.99828, 0, 5.07329, -1.50274, 0.100061, 0.112374, -0.0342726, 7.3519, 146.642, -0.149317, -0.0206928, 2.53982;
260, 12.999, 146.891, 7.82709, 4.94818, -2.50254, -0.0510958, -1.16967, 4.82423, 0, 4.94818, -2.50254, 0.949241, -0.240039, 0.0303498, 7.90906, 146.891, -0.173227, -0.0206928, 2.53982;
261, 13.049, 147.135, 9.6622, 4.85079, -1.94822, 0.0173233, -0.585763, 4.75411, 0, 4.85079, -1.94822, 0.586849, -0.117848, 0.0118329, 9.95941, 147.135, -0.196279, -0.0206928, 2.53982;
262, 13.099, 147.376, 10.1244, 4.82174, -0.581383, -0.0639081, -1.70816, 4.79126, 0, 4.82174, -0.581383, -1.14481, 0.902387, -0.244709, 5.74718, 147.376, -0.218699, -0.0206928, 2.53982;
263, 13.149, 147.615, 9.885, 4.78586, -0.718212, -0.168892, -2.65574, 4.74875, 0, 4.78586, -0.718212, -0.967354, 0.796321, -0.217268, 5.79322, 147.615, -0.240699, -0.0206928, 2.53982;
264, 13.199, 147.851, 7.48044, 4.66929, -2.33166, -0.116893, -1.78792, 4.5538, 0, 4.66929, -2.33166, 0.873255, -0.218035, 0.0272195, 8.01024, 147.851, -0.262092, -0.0206928, 2.53982;
265, 13.249, 148.08, 5.91763, 4.53057, -2.7749, 0.0127865, -0.522959, 4.39341, 0, 4.53057, -2.7749, 1.27469, -0.390362, 0.0597726, 6.53079, 148.08, -0.282543, -0.0206928, 2.53982;
266, 13.299, 148.304, 9.19638, 4.47062, -1.19938, 0.0228281, -0.656697, 4.41048, 0, 4.47062, -1.19938, -0.139936, 0.249623, -0.069159, 6.60623, 148.304, -0.302206, -0.0206928, 2.53982;
267, 13.349, 148.526, 8.97389, 4.46664, -0.0798719, -0.133796, -2.59983, 4.4602, 0, 4.46664, -0.0798719, -1.98232, 1.57932, -0.468124, 5.08042, 148.526, -0.321472, -0.0206928, 2.53982;
268, 13.399, 148.748, 8.75243, 4.40232, -1.28678, -0.19049, -2.65167, 4.33792, 0, 4.40232, -1.28678, -0.0572041, 0.216299, -0.0635949, 6.52678, 148.748, -0.340363, -0.0206928, 2.53982;
269, 13.449, 148.963, 4.64428, 4.24699, -3.10695, -0.0481725, -0.962478, 4.09376, 0, 4.24699, -3.10695, 1.7047, -0.623552, 0.114042, 5.46773, 148.963, -0.358503, -0.0206928, 2.53982;
270, 13.499, 149.172, 5.8082, 4.12957, -2.34886, 0.0732601, 0.0324298, 4.01337, 0, 4.12957, -2.34886, 1.00201, -0.284966, 0.0405215, 7.03246, 149.172, -0.375745, -0.0206928, 2.53982;
271, 13.549, 149.377, 8.12313, 4.11671, -0.257459, -0.0254313, -1.50543, 4.1019, 0, 4.11671, -0.257459, -1.56963, 1.2801, -0.379293, 5.13952, 149.377, -0.392468, -0.0206928, 2.53982;
272, 13.599, 149.582, 7.91788, 4.11491, -0.0362386, -0.22252, -3.52905, 4.11055, 0, 4.11491, -0.0362386, -2.06624, 1.71826, -0.533895, 4.83623, 149.582, -0.408955, -0.0206928, 2.53982;
273, 13.649, 149.785, 5.15833, 3.99139, -2.47075, -0.182795, -2.39081, 3.86928, 0, 3.99139, -2.47075, 1.14708, -0.355034, 0.0549433, 6.46183, 149.785, -0.425041, -0.0206928, 2.53982;
274, 13.699, 149.979, 3.08, 3.80352, -3.7576, 0.0634133, 0.3592, 3.61909, 0, 3.80352, -3.7576, 2.78417, -1.37528, 0.339669, 4.04888, 149.979, -0.440288, -0.0206928, 2.53982;
275, 13.749, 150.167, 7.33335, 3.7435, -1.2007, 0.120434, 0.435779, 3.68356, 0, 3.7435, -1.2007, 0.0736848, 0.116749, -0.0381714, 6.69385, 150.167, -0.454762, 0.0876739, -14.1526;
276, 13.799, 150.353, 7.14654, 3.76108, 0.35119, -0.0484667, -2.19107, 3.77533, 0, 3.76108, 0.35119, -2.68326, 2.27497, -0.744733, 4.51264, 150.353, -0.468706, 0.0876739, -14.1526;
277, 13.849, 150.541, 6.95871, 3.7571, -0.0807373, -0.263973, -4.09621, 3.75066, 0, 3.7571, -0.0807373, -1.94687, 1.68267, -0.540578, 4.68945, 150.541, -0.481798, 0.0876739, -14.1526;
278, 13.899, 150.726, 3.53937, 3.60989, -2.94545, -0.185812, -2.31202, 3.46486, 0, 3.60989, -2.94545, 1.80249, -0.735361, 0.150003, 4.90232, 150.726, -0.494335, 0.0876739, -14.1526;
279, 13.949, 150.901, 2.46016, 3.41981, -3.80303, 0.0850009, 0.816089, 3.23358, 0, 3.41981, -3.80303, 3.17189, -1.76366, 0.490325, 3.59693, 150.901, -0.505797, 0.0876739, -14.1526;
280, 13.999, 151.069, 6.43075, 3.36066, -1.1842, 0.169574, 0.995207, 3.30167, 0, 3.36066, -1.1842, 0.177945, 0.0474698, -0.021438, 6.85153, 151.069, -0.516365, 0.0876739, -14.1526;
281, 14.049, 151.237, 6.26306, 3.35147, -0.184979, 0.130971, -0.465127, 3.34039, 0, 3.35147, -0.184979, -1.49214, 1.28247, -0.402951, 4.83302, 151.237, -0.526532, 0.0876739, -14.1526;
282, 14.099, 151.407, 6.09339, 3.39111, 0.791525, -0.158511, -4.07987, 3.42614, 0, 3.39111, 0.791525, -3.69863, 3.38593, -1.2267, 4.02055, 151.407, -0.536425, 0.0876739, -14.1526;
283, 14.149, 151.577, 5.92255, 3.39789, 0.134185, -0.417849, -5, 3.40161, 0, 3.39789, 0.134185, -2.42747, 2.23104, -0.778994, 4.26762, 151.577, -0.546031, 0.0876739, -14.1526;
284, 14.199, 151.742, 1.7872, 3.17265, -4.5057, -0.113283, -0.285303, 2.9533, 0, 3.17265, -4.5057, 4.79914, -3.40779, 1.20991, 2.81657, 151.742, -0.554982, 0.0876739, -14.1526;
285, 14.249, 151.891, 1.58988, 2.95327, -4.38865, 0.378789, 4.51594, 2.73987, 0, 2.95327, -4.38865, 4.89126, -3.63429, 1.35017, 2.69173, 151.891, -0.562815, 0.0876739, -14.1526;
286, 14.299, 152.035, 5.46509, 2.96067, 0.147269, 0.436821, 2.59857, 2.96562, 0, 2.96067, 0.147269, -1.95957, 1.7021, -0.563822, 4.48942, 152.035, -0.570052, 0.0876739, -14.1526;
287, 14.349, 152.183, 5.31712, 3.06997, 2.18515, 0.014255, -4.44907, 3.17034, 0, 3.06997, 2.18515, -7.2329, 7.48996, -3.1892, 3.33837, 152.183, -0.577228, 0.0876739, -14.1526;
288, 14.399, 152.336, 5.16353, 3.121, 1.01978, -0.280589, -5, 3.16636, 0, 3.121, 1.01978, -4.57857, 4.60916, -1.8524, 3.60524, 152.336, -0.58439, 0.0876739, -14.1526;
289, 14.449, 152.49, 2.85963, 2.99553, -2.51031, -0.276094, -3.43868, 2.87197, 0, 2.99553, -2.51031, 1.57776, -0.661098, 0.138503, 4.77316, 152.49, -0.591261, 0.0876739, -14.1526;
290, 14.499, 152.634, 1.18387, 2.72014, -5, 0.231057, 3.29779, 2.47863, 0, 2.72014, -5, 6.89302, -6.33517, 2.91123, 2.17611, 152.634, -0.597431, 0.0876739, -14.1526;
291, 14.549, 152.769, 2.76058, 2.62066, -1.99027, 0.532738, 4.42071, 2.52256, 0, 2.62066, -1.99027, 1.13364, -0.430472, 0.0817308, 5.26695, 152.769, -0.602951, 0.0876739, -14.1526;
292, 14.599, 152.906, 4.59423, 2.7258, 2.10194, 0.19405, -2.47437, 2.8222, 0, 2.7258, 2.10194, -7.08271, 7.58908, -3.3497, 3.21644, 152.906, -0.608333, 0.0876739, -14.1526;
293, 14.649, 153.049, 4.45053, 2.83897, 2.26265, -0.195946, -5, 2.94198, 0, 2.83897, 2.26265, -8.25415, 9.45973, -4.45986, 3.01409, 153.049, -0.613755, 0.0876739, -14.1526;
294, 14.699, 153.196, 4.30369, 2.82617, -0.256587, -0.407925, -5, 2.8112, 0, 2.82617, -0.256587, -1.74692, 1.84925, -0.707795, 3.98744, 153.196, -0.619091, 0.0876739, -14.1526;
295, 14.749, 153.337, 1.05361, 2.56614, -5, 0.0673642, 2.13091, 2.32512, 0, 2.56614, -5, 7.30671, -7.11839, 3.46747, 2.05291, 153.337, -0.623956, 0.0876739, -14.1526;
296, 14.799, 153.464, 1.87545, 2.43926, -2.53806, 0.393496, 4.08596, 2.31481, 0, 2.43926, -2.53806, 1.98064, -1.03043, 0.26804, 3.8443, 153.464, -0.62815, 0.0876739, -14.1526;
297, 14.849, 153.589, 3.91054, 2.53649, 1.94401, 0.0309959, -2.99366, 2.62475, 0, 2.53649, 1.94401, -7.28794, 8.43323, -4.00662, 2.99496, 153.589, -0.632107, 0.0876739, -14.1526;
298, 14.899, 153.719, 3.78057, 2.615, 1.56976, -0.313813, -5, 2.6852, 0, 2.615, 1.56976, -6.77107, 8.08025, -3.91574, 2.95783, 153.719, -0.635996, 0.0876739, -14.1526;
299, 14.949, 153.849, 2.86272, 2.52588, -1.78295, -0.385002, -4.06439, 2.43791, 0, 2.52588, -1.78295, 0.943898, -0.333135, 0.0587876, 5.66676, 153.849, -0.63968, 0.0876739, -14.1526;
300, 14.999, 153.967, 0.796566, 2.23126, -5, 0.184222, 4.10683, 1.99157, 0, 2.23126, -5, 8.40331, -9.41541, 5.27471, 1.78501, 153.967, -0.64287, 0.0876739, -14.1526;
301, 15.049, 154.072, 2.82605, 2.16494, -1.32679, 0.455482, 4.71202, 2.09936, 0, 2.16494, -1.32679, 0.609848, -0.186874, 0.0286316, 6.52684, 154.072, -0.64556, 0.0876739, -14.1526;
302, 15.099, 154.178, 3.32176, 2.26099, 1.92058, 0.127466, -2.53989, 2.34786, 0, 2.26099, 1.92058, -7.47761, 9.14296, -4.59864, 2.82532, 154.178, -0.648131, 0.0876739, -14.1526;
303, 15.149, 154.29, 3.21038, 2.3593, 1.96574, -0.245874, -5, 2.44729, 0, 2.3593, 1.96574, -8.42051, 10.9844, -5.87464, 2.66317, 154.29, -0.650712, 0.0876739, -14.1526;
304, 15.199, 154.403, 3.09711, 2.32079, -0.770529, -0.429985, -5, 2.28155, 0, 2.32079, -0.770529, -0.584546, 0.873368, -0.363584, 4.00044, 154.403, -0.653225, 0.159102, -25.2139;
305, 15.249, 154.507, 0.647442, 2.01159, -5, 0.154462, 4.03586, 1.77301, 0, 2.01159, -5, 9.32096, -11.584, 7.1983, 1.60928, 154.507, -0.655254, 0.159102, -25.2139;
306, 15.299, 154.598, 1.241, 1.89578, -2.31684, 0.503114, 5, 1.78257, 0, 1.89578, -2.31684, 2.12356, -1.2976, 0.396451, 3.27305, 154.598, -0.656666, 0.159102, -25.2139;
307, 15.349, 154.689, 2.81087, 1.99167, 1.91717, 0.169935, -2.41632, 2.07816, 0, 1.99167, 1.91717, -7.65956, 9.86048, -5.2369, 2.6703, 154.689, -0.65794, 0.159102, -25.2139;
308, 15.399, 154.786, 2.71389, 2.0939, 2.04392, -0.209365, -5, 2.18511, 0, 2.0939, 2.04392, -8.99827, 12.4936, -7.13906, 2.48609, 154.786, -0.659136, 0.159102, -25.2139;
309, 15.449, 154.886, 2.61407, 2.04532, -0.972472, -0.37859, -4.96688, 1.99673, 0, 2.04532, -0.972472, 0.0258749, 0.293204, -0.139571, 4.28796, 154.886, -0.660195, 0.159102, -25.2139;
310, 15.499, 154.979, 0.500756, 1.7691, -5, 0.261354, 5, 1.53204, 0, 1.7691, -5, 10.5986, -14.9774, 10.5826, 1.41528, 154.979, -0.661035, 0.159102, -25.2139;
311, 15.549, 155.061, 1.6507, 1.69917, -1.39925, 0.545309, 5, 1.63028, 0, 1.69917, -1.39925, 0.864203, -0.355832, 0.0732562, 4.85737, 155.061, -0.661644, 0.159102, -25.2139;
312, 15.599, 155.145, 2.35496, 1.83397, 2.69558, 0.0195815, -5, 1.95483, 0, 1.83397, 2.69558, -11.4204, 17.0071, -10.5612, 2.26644, 155.145, -0.662143, 0.159102, -25.2139;
313, 15.649, 155.236, 2.26437, 1.90852, 1.4903, -0.292881, -5, 1.97365, 0, 1.90852, 1.4903, -7.68889, 11.2517, -6.70215, 2.40266, 155.236, -0.66256, 0.159102, -25.2139;
314, 15.699, 155.327, 1.05402, 1.78731, -2.42463, -0.236975, -2.57459, 1.66913, 0, 1.78731, -2.42463, 2.46689, -1.67326, 0.567476, 2.9486, 155.327, -0.66287, 0.159102, -25.2139;
315, 15.749, 155.408, 0.392588, 1.54434, -4.86001, 0.356125, 5, 1.3153, 0, 1.54434, -4.86001, 11.4708, -18.0492, 14.2002, 1.27106, 155.408, -0.663038, 0.159102, -25.2139;
316, 15.799, 155.483, 2.01728, 1.528, -0.327213, 0.528744, 4.1931, 1.51062, 0, 1.528, -0.327213, -0.833052, 1.05736, -0.453516, 3.6589, 155.483, -0.663086, 0.159102, -25.2139;
317, 15.849, 155.561, 1.93909, 1.6834, 3.10762, -0.00291638, -5, 1.82105, 0, 1.6834, 3.10762, -14.5954, 24.7556, -17.5729, 1.97743, 155.561, -0.663037, 0.159102, -25.2139;
318, 15.899, 155.646, 1.8544, 1.75894, 1.5104, -0.312464, -5, 1.82373, 0, 1.75894, 1.5104, -8.82604, 14.5019, -9.69095, 2.14282, 155.646, -0.662867, 0.159102, -25.2139;
319, 15.949, 155.73, 0.825834, 1.63024, -2.57454, -0.213502, -2.01024, 1.50527, 0, 1.63024, -2.57454, 3.04936, -2.40784, 0.95064, 2.53286, 155.73, -0.662581, 0.159102, -25.2139;
320, 15.999, 155.805, 0.322693, 1.39057, -4.79384, 0.368485, 5, 1.16593, 0, 1.39057, -4.79384, 12.3947, -21.3648, 18.4133, 1.16029, 155.805, -0.662237, 0.159102, -25.2139;
321, 16.049, 155.873, 1.62702, 1.37341, -0.343377, 0.539786, 4.14394, 1.35516, 0, 1.37341, -0.343377, -0.887272, 1.26357, -0.602518, 3.30249, 155.873, -0.661837, 0.159102, -25.2139;
322, 16.099, 155.945, 1.55497, 1.53492, 3.22986, 0.00112121, -5, 1.67554, 0, 1.53492, 3.22986, -17.2471, 33.2775, -26.8739, 1.73807, 155.945, -0.661327, 0.159102, -25.2139;
323, 16.149, 156.024, 1.47628, 1.62002, 1.70148, -0.318669, -5, 1.69138, 0, 1.62002, 1.70148, -11.3298, 21.6576, -16.8714, 1.83575, 156.024, -0.660683, 0.159102, -25.2139;
324, 16.199, 156.103, 0.734403, 1.49784, -2.44392, -0.2292, -2.06969, 1.37933, 0, 1.49784, -2.44392, 2.99068, -2.43984, 0.995228, 2.45154, 156.103, -0.659958, 0.159102, -25.2139;
325, 16.249, 156.171, 0.253412, 1.25088, -4.93961, 0.363434, 5, 1.02159, 0, 1.25088, -4.93961, 14.6296, -28.8854, 28.5165, 1.01294, 156.171, -0.659253, 0.159102, -25.2139;
326, 16.299, 156.233, 1.26749, 1.21771, -0.6637, 0.598522, 4.91104, 1.1844, 0, 1.21771, -0.6637, -0.100478, 0.467233, -0.258806, 3.38102, 156.233, -0.658553, 0.159102, -25.2139;
327, 16.349, 156.298, 1.20192, 1.39187, 3.48301, 0.0337941, -5, 1.53977, 0, 1.39187, 3.48301, -21.811, 49.4966, -47.0323, 1.47671, 156.298, -0.657737, 0.159102, -25.2139;
328, 16.399, 156.371, 1.12907, 1.4989, 2.14033, -0.309795, -5, 1.58578, 0, 1.4989, 2.14033, -16.7544, 39.2392, -37.6072, 1.48798, 156.371, -0.656747, 0.159102, -25.2139;
329, 16.449, 156.445, 0.764146, 1.39679, -2.04257, -0.283862, -2.8004, 1.29743, 0, 1.39679, -2.04257, 2.24018, -1.63794, 0.598801, 2.73536, 156.445, -0.655662, 0.159102, -25.2139;
330, 16.499, 156.509, 0.206296, 1.13549, -5, 0.323716, 5, 0.905388, 0, 1.13549, -5, 16.5126, -36.3556, 40.0218, 0.908395, 156.509, -0.65466, 0.159102, -25.2139;
331, 16.549, 156.564, 0.659581, 1.06652, -1.37963, 0.606494, 5, 0.999197, 0, 1.06652, -1.37963, 1.33849, -0.865719, 0.279968, 3.0922, 156.564, -0.653739, 0.159102, -25.2139;
332, 16.599, 156.622, 0.877648, 1.22936, 3.2566, 0.0473019, -5, 1.36254, 0, 1.22936, 3.2566, -24.8136, 66.4878, -74.2942, 1.25949, 156.622, -0.652702, 0.159102, -25.2139;
333, 16.649, 156.688, 0.811712, 1.34627, 2.33788, -0.310405, -5, 1.43578, 0, 1.34627, 2.33788, -23.0068, 67.1132, -80.0393, 1.19655, 156.688, -0.651477, 0.159102, -25.2139;
334, 16.699, 156.755, 0.673998, 1.25309, -1.8638, -0.30275, -2.9592, 1.16247, 0, 1.25309, -1.8638, 2.0791, -1.54618, 0.57493, 2.68934, 156.755, -0.650176, 0.159102, -25.2139;
335, 16.749, 156.813, 0.15575, 0.98663, -5, 0.308204, 5, 0.759398, 0, 0.98663, -5, 19.0041, -48.154, 61.0082, 0.789304, 156.813, -0.64902, 0.159102, -25.2139;
336, 16.799, 156.86, 0.354878, 0.896123, -1.81028, 0.616821, 5, 0.80898, 0, 0.896123, -1.81028, 2.74275, -2.77035, 1.39912, 1.98007, 156.86, -0.648008, 0.159102, -25.2139;
337, 16.849, 156.912, 0.588155, 1.05452, 3.16782, 0.0586489, -5, 1.17607, 0, 1.05452, 3.16782, -31.1914, 104.834, -146.376, 1.01075, 156.912, -0.646883, 0.159102, -25.2139;
338, 16.899, 156.971, 0.529451, 1.18287, 2.56679, -0.31368, -5, 1.27064, 0, 1.18287, 2.56679, -34.6636, 135.109, -214.722, 0.899522, 156.971, -0.645541, 0.159102, -25.2139;
339, 16.949, 157.031, 0.469493, 1.098, -1.69772, -0.375524, -3.98958, 1.01435, 0, 1.098, -1.69772, 0.964647, 1.91554, -3.38554, 1.50919, 157.031, -0.644119, 0.159102, -25.2139;
340, 16.999, 157.08, 0.103533, 0.804413, -5, 0.247394, 5, 0.582069, 0, 0.804413, -5, 23.3089, -72.4409, 112.568, 0.64353, 157.08, -0.642907, 0.159102, -25.2139;
341, 17.049, 157.119, 0.116224, 0.656214, -2.96406, 0.625238, 5, 0.520097, 0, 0.656214, -2.96406, 10.0413, -22.6778, 25.6084, 0.885562, 157.119, -0.641939, -0.0383384, 5.64428;
342, 17.099, 157.16, 0.340099, 0.78631, 2.60188, 0.0894845, -5, 0.877235, 0, 0.78631, 2.60188, -33.657, 142.419, -249.061, 0.809962, 157.16, -0.641102, -0.0383384, 5.64428;
343, 17.149, 157.208, 0.291614, 0.919314, 2.66008, -0.294102, -5, 0.993688, 0, 0.919314, 2.66008, -51.4645, 281.425, -626.207, 0.643327, 157.208, -0.6404, -0.0383384, 5.64428;
344, 17.199, 157.259, 0.241425, 0.861946, -1.14737, -0.448658, -5, 0.796411, 0, 0.861946, -1.14737, -7.28909, 46.5457, -92.7793, 0.809183, 157.259, -0.639705, -0.0383384, 5.64428;
345, 17.249, 157.299, 0.0518283, 0.569146, -5, 0.189868, 5, 0.357394, 0, 0.569146, -5, 32.9441, -144.709, 317.82, 0.455317, 157.299, -0.639145, -0.0383384, 5.64428;
346, 17.299, 157.328, 0.172246, 0.591695, 0.450972, -0.23719, -5, 0.59244, 0, 0.591695, 0.450972, -19.1681, 106.416, -229.372, 0.683285, 157.328, -0.638757, -0.0383384, 5.64428;
347, 17.349, 157.356, 0.144484, 0.613949, 0.445079, -0.509385, -5, 0.604764, 0, 0.613949, 0.445079, -28.2683, 193.425, -510.562, 0.559928, 157.356, -0.638384, -0.0383384, 5.64428;
348, 17.399, 157.377, 0.0110689, 0.263022, -5, 0.145065, 5, 0.088853, 0, 0.263022, -5, 71.2868, -677.574, 3220.14, 0.210418, 157.377, -0.638095, -0.0383384, 5.64428;
349, 17.449, 157.389, 0.066784, 0.231048, -0.639475, 0.383434, 5, 0.200696, 0, 0.231048, -0.639475, 1.32741, -1.83694, 1.27103, 1.44524, 157.389, -0.637935, -0.0383384, 5.64428;
350, 17.499, 157.401, 0.0204758, 0.17275, -1.16597, 0.696997, 5, 0.121423, 0, 0.17275, -1.16597, 5.90223, -19.9184, 33.6095, 0.592641, 157.401, -0.637775, -0.0383384, 5.64428;
351, 17.549, 157.419, 0.0807847, 0.352724, 3.59948, 0.119369, -5, 0.441264, 0, 0.352724, 3.59948, -84.8744, 737.27, -2687.79, 0.384244, 157.419, -0.637532, -0.0383384, 5.64428;
